anio,mes,indice_tiempo,provincia,concepto,cantidad_mm3,produccion_mes_anterior,produccion_dos_meses_antes,promedio_3_meses,variacion_mes_anterior
2022,11,2022-11,Santa Cruz,Producción convencional,185950.3214,201012.336826,186822.779524,194252.6361336667,14189.557302000001
2022,12,2022-12,Santa Cruz,Producción convencional,194418.394839,185950.3214,201012.336826,191261.81258333335,-15062.015426000027
2023,1,2023-01,Santa Cruz,Producción convencional,188366.793879,194418.394839,185950.3214,193793.68435500003,8468.073439
2023,2,2023-02,Santa Cruz,Producción convencional,175804.659541,188366.793879,194418.394839,189578.50337266666,-6051.600959999982
2023,3,2023-03,Santa Cruz,Producción convencional,187558.162017,175804.659541,188366.793879,186196.61608633332,-12562.134338000003
2023,4,2023-04,Santa Cruz,Producción convencional,170937.850693,187558.162017,175804.659541,183909.87181233335,11753.502475999994
2023,5,2023-05,Santa Cruz,Producción convencional,189749.011241,170937.850693,187558.162017,178100.2240836667,-16620.31132400001
2023,6,2023-06,Santa Cruz,Producción convencional,181481.556916,189749.011241,170937.850693,182748.341317,18811.160548000014
2023,7,2023-07,Santa Cruz,Producción convencional,186152.141431,181481.556916,189749.011241,180722.80628333334,-8267.454324999999
2023,8,2023-08,Santa Cruz,Producción convencional,188733.588383,186152.141431,181481.556916,185794.23652933337,4670.584514999995
2023,9,2023-09,Santa Cruz,Producción convencional,184732.787581,188733.588383,186152.141431,185455.76224333336,2581.4469519999984
2023,10,2023-10,Santa Cruz,Producción convencional,195060.833068,184732.787581,188733.588383,186539.50579833335,-4000.8008019999834
2023,11,2023-11,Santa Cruz,Producción convencional,180990.854598,195060.833068,184732.787581,189509.06967733335,10328.045486999996
2023,12,2023-12,Santa Cruz,Producción convencional,187920.600761,180990.854598,195060.833068,186928.1584156667,-14069.978470000002
2024,1,2024-01,Santa Cruz,Producción convencional,186907.93117,187920.600761,180990.854598,187990.762809,6929.746163000003
2024,2,2024-02,Santa Cruz,Producción convencional,172330.525723,186907.93117,187920.600761,185273.128843,-1012.6695910000126
2024,3,2024-03,Santa Cruz,Producción convencional,183375.515206,172330.525723,186907.93117,182386.35255133337,-14577.405446999997
2024,4,2024-04,Santa Cruz,Producción convencional,176224.332292,183375.515206,172330.525723,180871.324033,11044.989483000012
2024,5,2024-05,Santa Cruz,Producción convencional,181987.400207,176224.332292,183375.515206,177310.12440700002,-7151.1829140000045
2024,6,2024-06,Santa Cruz,Producción convencional,170090.369397,181987.400207,176224.332292,180529.08256833337,5763.067914999992
2024,7,2024-07,Santa Cruz,Producción convencional,157285.180448,170090.369397,181987.400207,176100.70063200002,-11897.030809999997
2024,8,2024-08,Santa Cruz,Producción convencional,166075.762387,157285.180448,170090.369397,169787.65001733336,-12805.188949000003
2024,9,2024-09,Santa Cruz,Producción convencional,166474.387338,166075.762387,157285.180448,164483.770744,8790.581938999996
2024,10,2024-10,Santa Cruz,Producción convencional,177159.282732,166474.387338,166075.762387,163278.443391,398.62495100000524
2024,11,2024-11,Santa Cruz,Producción convencional,165901.15729,177159.282732,166474.387338,169903.14415233335,10684.895393999992
2024,12,2024-12,Santa Cruz,Producción convencional,178554.36825,165901.15729,177159.282732,169844.94245333335,-11258.12544199999
2025,1,2025-01,Santa Cruz,Producción convencional,171324.39234,178554.36825,165901.15729,173871.60275733334,12653.210959999997
2025,2,2025-02,Santa Cruz,Producción convencional,152215.77968,171324.39234,178554.36825,171926.63929333337,-7229.975910000008
2025,3,2025-03,Santa Cruz,Producción convencional,173009.84067,152215.77968,171324.39234,167364.8467566667,-19108.612659999984
2025,4,2025-04,Santa Cruz,Producción convencional,166640.11818,173009.84067,152215.77968,165516.67089666668,20794.060989999998
2025,5,2025-05,Santa Cruz,Producción convencional,167740.358425,166640.11818,173009.84067,163955.2461766667,-6369.722490000015
2025,6,2025-06,Santa Cruz,Producción convencional,156365.23413,167740.358425,166640.11818,169130.10575833335,1100.2402450000227
2025,7,2025-07,Santa Cruz,Producción convencional,161985.58599,156365.23413,167740.358425,163581.90357833335,-11375.124295000016
2025,8,2025-08,Santa Cruz,Producción convencional,158789.96519,161985.58599,156365.23413,162030.39284833334,5620.351859999995
2025,9,2025-09,Santa Cruz,Producción convencional,153435.064089,158789.96519,161985.58599,159046.9284366667,-3195.6208000000042
2025,10,2025-10,Santa Cruz,Producción convencional,149069.360327,153435.064089,158789.96519,158070.20508966668,-5354.901100999996
2025,11,2025-11,Santa Cruz,Producción convencional,136837.37491,149069.360327,153435.064089,153764.79653533336,-4365.70376199999
2025,12,2025-12,Santa Cruz,Producción convencional,136421.07734,136837.37491,149069.360327,146447.26644200002,-12231.985416999989
2026,1,2026-01,Santa Cruz,Producción convencional,138198.540555,136421.07734,136837.37491,140775.9375256667,-416.2975700000243
2026,2,2026-02,Santa Cruz,Producción convencional,128579.12043,138198.540555,136421.07734,137152.33093500003,1777.4632150000252
2026,3,2026-03,Santa Cruz,Producción convencional,136472.811508,128579.12043,138198.540555,134399.5794416667,-9619.420125000019
2026,4,2026-04,Santa Cruz,Producción convencional,11450.565,136472.811508,128579.12043,134416.82416433337,7893.691078000018
2009,4,2009-04,Tierra del Fuego,Producción convencional,354955.671,352623.099,316192.464,337279.616,36430.63500000001
2009,5,2009-05,Tierra del Fuego,Producción convencional,363054.169,354955.671,352623.099,341257.078,2332.5719999999856
2009,6,2009-06,Tierra del Fuego,Producción convencional,373160.36,363054.169,354955.671,356877.64633333334,8098.498000000021
2009,7,2009-07,Tierra del Fuego,Producción convencional,380083.578,373160.36,363054.169,363723.39999999997,10106.190999999992
2009,8,2009-08,Tierra del Fuego,Producción convencional,389545.996,380083.578,373160.36,372099.36899999995,6923.2179999999935
2009,9,2009-09,Tierra del Fuego,Producción convencional,350965.888,389545.996,380083.578,380929.97799999994,9462.418000000005
2009,10,2009-10,Tierra del Fuego,Producción convencional,363346.08,350965.888,389545.996,373531.82066666667,-38580.10800000001
2009,11,2009-11,Tierra del Fuego,Producción convencional,349214.203,363346.08,350965.888,367952.6546666667,12380.19200000004
2009,12,2009-12,Tierra del Fuego,Producción convencional,347036.221,349214.203,363346.08,354508.7236666667,-14131.877000000037
2010,1,2010-01,Tierra del Fuego,Producción convencional,338993.693,347036.221,349214.203,353198.83466666663,-2177.98199999996
2010,2,2010-02,Tierra del Fuego,Producción convencional,316003.098,338993.693,347036.221,345081.37233333336,-8042.527999999991
2010,3,2010-03,Tierra del Fuego,Producción convencional,336795.14,316003.098,338993.693,334011.004,-22990.59500000003
2010,4,2010-04,Tierra del Fuego,Producción convencional,353277.419,336795.14,316003.098,330597.3103333334,20792.042000000016
2010,5,2010-05,Tierra del Fuego,Producción convencional,394281.902,353277.419,336795.14,335358.55233333335,16482.27899999998
2010,6,2010-06,Tierra del Fuego,Producción convencional,341176.272,394281.902,353277.419,361451.487,41004.48300000001
2010,7,2010-07,Tierra del Fuego,Producción convencional,369162.176,341176.272,394281.902,362911.8643333333,-53105.630000000005
2010,8,2010-08,Tierra del Fuego,Producción convencional,362577.61,369162.176,341176.272,368206.78333333327,27985.90399999998
2010,9,2010-09,Tierra del Fuego,Producción convencional,342056.676,362577.61,369162.176,357638.686,-6584.565999999992
2010,10,2010-10,Tierra del Fuego,Producción convencional,339790.444,342056.676,362577.61,357932.15400000004,-20520.93400000001
2010,11,2010-11,Tierra del Fuego,Producción convencional,328110.916,339790.444,342056.676,348141.57666666666,-2266.23199999996
2010,12,2010-12,Tierra del Fuego,Producción convencional,328631.617,328110.916,339790.444,336652.6786666667,-11679.527999999991
2011,1,2011-01,Tierra del Fuego,Producción convencional,308938.216,328631.617,328110.916,332177.65900000004,520.7010000000009
2011,2,2011-02,Tierra del Fuego,Producción convencional,292661.582,308938.216,328631.617,321893.58300000004,-19693.401000000013
2011,3,2011-03,Tierra del Fuego,Producción convencional,281136.075,292661.582,308938.216,310077.13833333337,-16276.63400000002
2011,4,2011-04,Tierra del Fuego,Producción convencional,313704.435,281136.075,292661.582,294245.29099999997,-11525.506999999983
2011,5,2011-05,Tierra del Fuego,Producción convencional,340126.442,313704.435,281136.075,295834.03066666663,32568.359999999986
2011,6,2011-06,Tierra del Fuego,Producción convencional,335912.804,340126.442,313704.435,311655.6506666667,26422.006999999983
2011,7,2011-07,Tierra del Fuego,Producción convencional,343968.493,335912.804,340126.442,329914.5603333334,-4213.637999999977
2011,8,2011-08,Tierra del Fuego,Producción convencional,328106.558,343968.493,335912.804,340002.5796666667,8055.689000000013
2011,9,2011-09,Tierra del Fuego,Producción convencional,323809.313,328106.558,343968.493,335995.95166666666,-15861.934999999998
2011,10,2011-10,Tierra del Fuego,Producción convencional,327079.831,323809.313,328106.558,331961.4546666667,-4297.244999999995
2011,11,2011-11,Tierra del Fuego,Producción convencional,299849.405,327079.831,323809.313,326331.9006666667,3270.517999999982
2011,12,2011-12,Tierra del Fuego,Producción convencional,308013.76,299849.405,327079.831,316912.8496666667,-27230.425999999978
2012,1,2012-01,Tierra del Fuego,Producción convencional,287360.203,308013.76,299849.405,311647.66533333337,8164.354999999981
2012,2,2012-02,Tierra del Fuego,Producción convencional,282193.971,287360.203,308013.76,298407.7893333333,-20653.55700000003
2012,3,2012-03,Tierra del Fuego,Producción convencional,323045.791,282193.971,287360.203,292522.64466666663,-5166.23199999996
2012,4,2012-04,Tierra del Fuego,Producción convencional,313032.673,323045.791,282193.971,297533.32166666666,40851.82000000001
2012,5,2012-05,Tierra del Fuego,Producción convencional,326388.902,313032.673,323045.791,306090.8116666667,-10013.118000000017
2012,6,2012-06,Tierra del Fuego,Producción convencional,316616.827,326388.902,313032.673,320822.4553333333,13356.228999999992
2012,7,2012-07,Tierra del Fuego,Producción convencional,313074.942,316616.827,326388.902,318679.46733333333,-9772.075000000012
2012,8,2012-08,Tierra del Fuego,Producción convencional,284784.691,313074.942,316616.827,318693.55700000003,-3541.8850000000093
2012,9,2012-09,Tierra del Fuego,Producción convencional,279943.463,284784.691,313074.942,304825.48666666663,-28290.25099999999
2012,10,2012-10,Tierra del Fuego,Producción convencional,309900.129,279943.463,284784.691,292601.03199999995,-4841.228000000003
2012,11,2012-11,Tierra del Fuego,Producción convencional,287930.174,309900.129,279943.463,291542.761,29956.666000000027
2012,12,2012-12,Tierra del Fuego,Producción convencional,313400.61,287930.174,309900.129,292591.25533333333,-21969.955000000016
2013,1,2013-01,Tierra del Fuego,Producción convencional,294301.342,313400.61,287930.174,303743.6376666667,25470.435999999987
2013,2,2013-02,Tierra del Fuego,Producción convencional,275267.287,294301.342,313400.61,298544.04199999996,-19099.267999999982
2013,3,2013-03,Tierra del Fuego,Producción convencional,287740.114,275267.287,294301.342,294323.0796666667,-19034.054999999993
2013,4,2013-04,Tierra del Fuego,Producción convencional,280579.997,287740.114,275267.287,285769.581,12472.82699999999
2013,5,2013-05,Tierra del Fuego,Producción convencional,290715.853,280579.997,287740.114,281195.7993333333,-7160.1170000000275
2013,6,2013-06,Tierra del Fuego,Producción convencional,296912.707,290715.853,280579.997,286345.3213333333,10135.856000000029
2013,7,2013-07,Tierra del Fuego,Producción convencional,303716.584,296912.707,290715.853,289402.85233333334,6196.853999999992
2013,8,2013-08,Tierra del Fuego,Producción convencional,305634.431,303716.584,296912.707,297115.048,6803.876999999979
2013,9,2013-09,Tierra del Fuego,Producción convencional,296666.732,305634.431,303716.584,302087.90733333334,1917.8470000000088
2013,10,2013-10,Tierra del Fuego,Producción convencional,288491.946,296666.732,305634.431,302005.91566666664,-8967.698999999964
2013,11,2013-11,Tierra del Fuego,Producción convencional,286835.847,288491.946,296666.732,296931.0363333333,-8174.786000000022
2013,12,2013-12,Tierra del Fuego,Producción convencional,293420.265,286835.847,288491.946,290664.8416666667,-1656.0989999999874
2014,1,2014-01,Tierra del Fuego,Producción convencional,301392.662,293420.265,286835.847,289582.68600000005,6584.418000000005
2014,2,2014-02,Tierra del Fuego,Producción convencional,268638.992,301392.662,293420.265,293882.92466666666,7972.396999999997
2014,3,2014-03,Tierra del Fuego,Producción convencional,296833.577,268638.992,301392.662,287817.3063333333,-32753.669999999984
2014,4,2014-04,Tierra del Fuego,Producción convencional,254101.283,296833.577,268638.992,288955.077,28194.584999999963
2014,5,2014-05,Tierra del Fuego,Producción convencional,293856.597,254101.283,296833.577,273191.284,-42732.293999999994
2014,6,2014-06,Tierra del Fuego,Producción convencional,288414.16,293856.597,254101.283,281597.15233333333,39755.31400000001
2014,7,2014-07,Tierra del Fuego,Producción convencional,299752.512,288414.16,293856.597,278790.68,-5442.4370000000345
2014,8,2014-08,Tierra del Fuego,Producción convencional,287848.129,299752.512,288414.16,294007.75633333327,11338.352000000014
2014,9,2014-09,Tierra del Fuego,Producción convencional,272190.581,287848.129,299752.512,292004.9336666667,-11904.382999999973
2014,10,2014-10,Tierra del Fuego,Producción convencional,281190.249,272190.581,287848.129,286597.074,-15657.54800000001
2014,11,2014-11,Tierra del Fuego,Producción convencional,272595.03,281190.249,272190.581,280409.653,8999.668000000005
2014,12,2014-12,Tierra del Fuego,Producción convencional,282220.18,272595.03,281190.249,275325.2866666667,-8595.218999999983
2015,1,2015-01,Tierra del Fuego,Producción convencional,283313.53,282220.18,272595.03,278668.48633333336,9625.149999999965
2015,2,2015-02,Tierra del Fuego,Producción convencional,248481.987,283313.53,282220.18,279376.24666666664,1093.350000000035
2015,3,2015-03,Tierra del Fuego,Producción convencional,273699.433,248481.987,283313.53,271338.56566666666,-34831.543000000034
2015,4,2015-04,Tierra del Fuego,Producción convencional,234924.171,273699.433,248481.987,268498.3166666667,25217.446000000025
2015,5,2015-05,Tierra del Fuego,Producción convencional,270249.054,234924.171,273699.433,252368.53033333333,-38775.26200000002
2015,6,2015-06,Tierra del Fuego,Producción convencional,264123.497,270249.054,234924.171,259624.21933333334,35324.883
2015,7,2015-07,Tierra del Fuego,Producción convencional,260992.935,264123.497,270249.054,256432.24066666665,-6125.55700000003
2015,8,2015-08,Tierra del Fuego,Producción convencional,259698.287,260992.935,264123.497,265121.8286666667,-3130.5619999999763
2015,9,2015-09,Tierra del Fuego,Producción convencional,231109.380570723,259698.287,260992.935,261604.90633333335,-1294.6479999999865
2015,10,2015-10,Tierra del Fuego,Producción convencional,256354.256983783,231109.380570723,259698.287,250600.20085690767,-28588.906429277005
2015,11,2015-11,Tierra del Fuego,Producción convencional,241367.803,256354.256983783,231109.380570723,249053.97485150202,25244.876413060003
2015,12,2015-12,Tierra del Fuego,Producción convencional,208654.036159919,241367.803,256354.256983783,242943.81351816867,-14986.453983782994
2016,1,2016-01,Tierra del Fuego,Producción convencional,236027.043387311,208654.036159919,241367.803,235458.69871456735,-32713.76684008102
2016,2,2016-02,Tierra del Fuego,Producción convencional,225971.482409568,236027.043387311,208654.036159919,228682.96084907665,27373.007227391994
2016,3,2016-03,Tierra del Fuego,Producción convencional,317448.461845207,225971.482409568,236027.043387311,223550.85398559933,-10055.560977742978
2016,4,2016-04,Tierra del Fuego,Producción convencional,311468.581565112,317448.461845207,225971.482409568,259815.662547362,91476.97943563902
2016,5,2016-05,Tierra del Fuego,Producción convencional,335172.45,311468.581565112,317448.461845207,284962.84193996235,-5979.880280095036
2016,6,2016-06,Tierra del Fuego,Producción convencional,325035.389,335172.45,311468.581565112,321363.16447010636,23703.86843488802
2016,7,2016-07,Tierra del Fuego,Producción convencional,353152.368,325035.389,335172.45,323892.14018837066,-10137.060999999987
2016,8,2016-08,Tierra del Fuego,Producción convencional,366533.258,353152.368,325035.389,337786.7356666667,28116.978999999992
2016,9,2016-09,Tierra del Fuego,Producción convencional,407062.466,366533.258,353152.368,348240.3383333333,13380.889999999956
2016,10,2016-10,Tierra del Fuego,Producción convencional,384714.106,407062.466,366533.258,375582.6973333333,40529.20800000004
2016,11,2016-11,Tierra del Fuego,Producción convencional,315215.233,384714.106,407062.466,386103.2766666667,-22348.359999999986
2016,12,2016-12,Tierra del Fuego,Producción convencional,371615.259,315215.233,384714.106,368997.26833333337,-69498.87300000002
2017,1,2017-01,Tierra del Fuego,Producción convencional,375710.921,371615.259,315215.233,357181.5326666667,56400.02600000001
2017,2,2017-02,Tierra del Fuego,Producción convencional,257548.266,375710.921,371615.259,354180.47099999996,4095.661999999953
2017,3,2017-03,Tierra del Fuego,Producción convencional,377201.828,257548.266,375710.921,334958.14866666665,-118162.65499999997
2017,4,2017-04,Tierra del Fuego,Producción convencional,369794.098,377201.828,257548.266,336820.3383333333,119653.56199999998
2017,5,2017-05,Tierra del Fuego,Producción convencional,363185.973,369794.098,377201.828,334848.064,-7407.729999999981
2017,6,2017-06,Tierra del Fuego,Producción convencional,378536.0,363185.973,369794.098,370060.633,-6608.125
2017,7,2017-07,Tierra del Fuego,Producción convencional,393919.16,378536.0,363185.973,370505.357,15350.027000000002
2017,8,2017-08,Tierra del Fuego,Producción convencional,395355.132,393919.16,378536.0,378547.0443333333,15383.159999999974
2017,9,2017-09,Tierra del Fuego,Producción convencional,364668.829,395355.132,393919.16,389270.0973333333,1435.9720000000088
2017,10,2017-10,Tierra del Fuego,Producción convencional,381060.555,364668.829,395355.132,384647.70699999994,-30686.302999999956
2017,11,2017-11,Tierra del Fuego,Producción convencional,342520.321,381060.555,364668.829,380361.50533333333,16391.725999999966
2017,12,2017-12,Tierra del Fuego,Producción convencional,375873.036,342520.321,381060.555,362749.9016666667,-38540.234
2018,1,2018-01,Tierra del Fuego,Producción convencional,380528.341,375873.036,342520.321,366484.6373333333,33352.715000000026
2018,2,2018-02,Tierra del Fuego,Producción convencional,316885.173,380528.341,375873.036,366307.2326666667,4655.304999999993
2018,3,2018-03,Tierra del Fuego,Producción convencional,333367.059,316885.173,380528.341,357762.18333333335,-63643.168000000005
2018,4,2018-04,Tierra del Fuego,Producción convencional,354970.507,333367.059,316885.173,343593.52433333336,16481.886
2018,5,2018-05,Tierra del Fuego,Producción convencional,361029.228,354970.507,333367.059,335074.2463333334,21603.447999999975
2018,6,2018-06,Tierra del Fuego,Producción convencional,357487.46,361029.228,354970.507,349788.9313333333,6058.72100000002
2018,7,2018-07,Tierra del Fuego,Producción convencional,372329.195,357487.46,361029.228,357829.06499999994,-3541.767999999982
2018,8,2018-08,Tierra del Fuego,Producción convencional,375484.278,372329.195,357487.46,363615.2943333333,14841.734999999986
2018,9,2018-09,Tierra del Fuego,Producción convencional,350694.624,375484.278,372329.195,368433.6443333334,3155.082999999984
2018,10,2018-10,Tierra del Fuego,Producción convencional,360002.716,350694.624,375484.278,366169.3656666667,-24789.65399999998
2018,11,2018-11,Tierra del Fuego,Producción convencional,275178.201,360002.716,350694.624,362060.5393333333,9308.092000000004
2018,12,2018-12,Tierra del Fuego,Producción convencional,353881.007,275178.201,360002.716,328625.1803333333,-84824.51500000001
2019,1,2019-01,Tierra del Fuego,Producción convencional,343302.322,353881.007,275178.201,329687.30799999996,78702.80599999998
2019,2,2019-02,Tierra del Fuego,Producción convencional,309361.224,343302.322,353881.007,324120.50999999995,-10578.684999999998
2019,3,2019-03,Tierra del Fuego,Producción convencional,329440.909,309361.224,343302.322,335514.85099999997,-33941.098
2019,4,2019-04,Tierra del Fuego,Producción convencional,291503.799,329440.909,309361.224,327368.1516666666,20079.684999999998
2019,5,2019-05,Tierra del Fuego,Producción convencional,323445.325,291503.799,329440.909,310101.97733333334,-37937.109999999986
2019,6,2019-06,Tierra del Fuego,Producción convencional,319057.55,323445.325,291503.799,314796.6776666667,31941.526000000013
2019,7,2019-07,Tierra del Fuego,Producción convencional,336756.35,319057.55,323445.325,311335.558,-4387.775000000023
2019,8,2019-08,Tierra del Fuego,Producción convencional,316711.109,336756.35,319057.55,326419.74166666664,17698.79999999999
2019,9,2019-09,Tierra del Fuego,Producción convencional,320193.771,316711.109,336756.35,324175.00299999997,-20045.24099999998
2019,10,2019-10,Tierra del Fuego,Producción convencional,298523.317,320193.771,316711.109,324553.74333333335,3482.662000000011
2019,11,2019-11,Tierra del Fuego,Producción convencional,253612.522,298523.317,320193.771,311809.399,-21670.454000000027
2019,12,2019-12,Tierra del Fuego,Producción convencional,292693.647,253612.522,298523.317,290776.5366666667,-44910.794999999984
2020,1,2020-01,Tierra del Fuego,Producción convencional,286098.737,292693.647,253612.522,281609.82866666664,39081.125
2020,2,2020-02,Tierra del Fuego,Producción convencional,282017.912,286098.737,292693.647,277468.30199999997,-6594.909999999974
2020,3,2020-03,Tierra del Fuego,Producción convencional,306719.521,282017.912,286098.737,286936.76533333334,-4080.8250000000116
2020,4,2020-04,Tierra del Fuego,Producción convencional,295138.986,306719.521,282017.912,291612.0566666667,24701.608999999997
2020,5,2020-05,Tierra del Fuego,Producción convencional,308674.224,295138.986,306719.521,294625.473,-11580.535000000033
2020,6,2020-06,Tierra del Fuego,Producción convencional,302794.233,308674.224,295138.986,303510.9103333333,13535.238000000012
2020,7,2020-07,Tierra del Fuego,Producción convencional,304876.828,302794.233,308674.224,302202.48099999997,-5879.99099999998
2020,8,2020-08,Tierra del Fuego,Producción convencional,304837.81,304876.828,302794.233,305448.4283333333,2082.594999999972
2020,9,2020-09,Tierra del Fuego,Producción convencional,293014.915,304837.81,304876.828,304169.6236666667,-39.01799999998184
2020,10,2020-10,Tierra del Fuego,Producción convencional,301342.309,293014.915,304837.81,300909.85099999997,-11822.895000000019
2020,11,2020-11,Tierra del Fuego,Producción convencional,284274.153,301342.309,293014.915,299731.678,8327.39400000003
2020,12,2020-12,Tierra del Fuego,Producción convencional,287284.022,284274.153,301342.309,292877.1256666666,-17068.156000000017
2021,1,2021-01,Tierra del Fuego,Producción convencional,292706.061,287284.022,284274.153,290966.828,3009.869000000006
2021,2,2021-02,Tierra del Fuego,Producción convencional,262408.584,292706.061,287284.022,288088.0786666667,5422.03899999999
2021,3,2021-03,Tierra del Fuego,Producción convencional,269332.131,262408.584,292706.061,280799.55566666665,-30297.477000000014
2021,4,2021-04,Tierra del Fuego,Producción convencional,275931.926,269332.131,262408.584,274815.592,6923.5470000000205
2021,5,2021-05,Tierra del Fuego,Producción convencional,282842.188,275931.926,269332.131,269224.2136666667,6599.794999999984
2021,6,2021-06,Tierra del Fuego,Producción convencional,262284.248,282842.188,275931.926,276035.415,6910.262000000046
2021,7,2021-07,Tierra del Fuego,Producción convencional,275787.385,262284.248,282842.188,273686.1206666667,-20557.940000000002
2021,8,2021-08,Tierra del Fuego,Producción convencional,276527.039,275787.385,262284.248,273637.94033333333,13503.136999999988
2021,9,2021-09,Tierra del Fuego,Producción convencional,266087.307,276527.039,275787.385,271532.8906666667,739.6539999999804
2021,10,2021-10,Tierra del Fuego,Producción convencional,262497.768,266087.307,276527.039,272800.577,-10439.732000000018
2021,11,2021-11,Tierra del Fuego,Producción convencional,258564.925,262497.768,266087.307,268370.7046666666,-3589.5389999999898
2021,12,2021-12,Tierra del Fuego,Producción convencional,267717.545,258564.925,262497.768,262383.3333333333,-3932.8429999999935
2022,1,2022-01,Tierra del Fuego,Producción convencional,257738.55,267717.545,258564.925,262926.746,9152.619999999995
2022,2,2022-02,Tierra del Fuego,Producción convencional,226244.612,257738.55,267717.545,261340.34,-9978.994999999995
2022,3,2022-03,Tierra del Fuego,Producción convencional,198236.212,226244.612,257738.55,250566.9023333333,-31493.937999999995
2022,4,2022-04,Tierra del Fuego,Producción convencional,246631.545,198236.212,226244.612,227406.45799999998,-28008.399999999994
2022,5,2022-05,Tierra del Fuego,Producción convencional,252861.422,246631.545,198236.212,223704.123,48395.33300000001
2022,6,2022-06,Tierra del Fuego,Producción convencional,248051.772,252861.422,246631.545,232576.393,6229.876999999979
2022,7,2022-07,Tierra del Fuego,Producción convencional,257183.48,248051.772,252861.422,249181.57966666666,-4809.649999999994
2022,8,2022-08,Tierra del Fuego,Producción convencional,258159.156,257183.48,248051.772,252698.89133333333,9131.708000000013
2022,9,2022-09,Tierra del Fuego,Producción convencional,247057.414,258159.156,257183.48,254464.80266666666,975.6759999999776
2022,10,2022-10,Tierra del Fuego,Producción convencional,253917.052,247057.414,258159.156,254133.34999999998,-11101.741999999998
2022,11,2022-11,Tierra del Fuego,Producción convencional,242374.758,253917.052,247057.414,253044.54066666667,6859.638000000006
2022,12,2022-12,Tierra del Fuego,Producción convencional,244718.386,242374.758,253917.052,247783.07466666668,-11542.293999999994
2023,1,2023-01,Tierra del Fuego,Producción convencional,248579.128,244718.386,242374.758,247003.39866666668,2343.627999999997
2023,2,2023-02,Tierra del Fuego,Producción convencional,222147.548,248579.128,244718.386,245224.09066666666,3860.7419999999984
2023,3,2023-03,Tierra del Fuego,Producción convencional,244587.437,222147.548,248579.128,238481.6873333333,-26431.579999999987
2023,4,2023-04,Tierra del Fuego,Producción convencional,227376.256,244587.437,222147.548,238438.03766666667,22439.888999999996
2023,5,2023-05,Tierra del Fuego,Producción convencional,238224.255,227376.256,244587.437,231370.4136666667,-17211.18100000001
2023,6,2023-06,Tierra del Fuego,Producción convencional,235123.857,238224.255,227376.256,236729.316,10847.99900000001
2023,7,2023-07,Tierra del Fuego,Producción convencional,238382.049,235123.857,238224.255,233574.78933333335,-3100.3980000000156
2023,8,2023-08,Tierra del Fuego,Producción convencional,234994.132,238382.049,235123.857,237243.38700000002,3258.19200000001
2023,9,2023-09,Tierra del Fuego,Producción convencional,226385.88,234994.132,238382.049,236166.67933333336,-3387.9169999999867
2023,10,2023-10,Tierra del Fuego,Producción convencional,220421.676,226385.88,234994.132,233254.02033333332,-8608.252000000008
2023,11,2023-11,Tierra del Fuego,Producción convencional,211388.499,220421.676,226385.88,227267.22933333335,-5964.203999999998
2023,12,2023-12,Tierra del Fuego,Producción convencional,160581.521,211388.499,220421.676,219398.68500000003,-9033.176999999996
2024,1,2024-01,Tierra del Fuego,Producción convencional,142982.034,160581.521,211388.499,197463.89866666668,-50806.978
2024,2,2024-02,Tierra del Fuego,Producción convencional,218398.511,142982.034,160581.521,171650.68466666667,-17599.486999999994
2024,3,2024-03,Tierra del Fuego,Producción convencional,229506.415,218398.511,142982.034,173987.35533333334,75416.47699999998
2024,4,2024-04,Tierra del Fuego,Producción convencional,208934.606,229506.415,218398.511,196962.31999999998,11107.90400000001
2024,5,2024-05,Tierra del Fuego,Producción convencional,224503.4,208934.606,229506.415,218946.51066666667,-20571.80900000001
2024,6,2024-06,Tierra del Fuego,Producción convencional,207913.692,224503.4,208934.606,220981.47366666666,15568.793999999994
2024,7,2024-07,Tierra del Fuego,Producción convencional,217299.019,207913.692,224503.4,213783.89933333333,-16589.707999999984
2024,8,2024-08,Tierra del Fuego,Producción convencional,214206.018,217299.019,207913.692,216572.037,9385.32699999999
2024,9,2024-09,Tierra del Fuego,Producción convencional,191044.635,214206.018,217299.019,213139.57633333336,-3093.0009999999893
2024,10,2024-10,Tierra del Fuego,Producción convencional,153304.259,191044.635,214206.018,207516.55733333333,-23161.383
2024,11,2024-11,Tierra del Fuego,Producción convencional,142616.58,153304.259,191044.635,186184.97066666666,-37740.37600000002
2024,12,2024-12,Tierra del Fuego,Producción convencional,129114.223,142616.58,153304.259,162321.82466666665,-10687.679000000004
2025,1,2025-01,Tierra del Fuego,Producción convencional,104581.687,129114.223,142616.58,141678.35399999996,-13502.356999999989
2025,2,2025-02,Tierra del Fuego,Producción convencional,105122.228,104581.687,129114.223,125437.49666666666,-24532.535999999993
2025,3,2025-03,Tierra del Fuego,Producción convencional,124030.983,105122.228,104581.687,112939.37933333335,540.5409999999974
2025,4,2025-04,Tierra del Fuego,Producción convencional,122406.414,124030.983,105122.228,111244.966,18908.75499999999
2025,5,2025-05,Tierra del Fuego,Producción convencional,122900.228,122406.414,124030.983,117186.54166666667,-1624.5689999999886
2025,6,2025-06,Tierra del Fuego,Producción convencional,118709.856,122900.228,122406.414,123112.54166666667,493.8139999999985
2025,7,2025-07,Tierra del Fuego,Producción convencional,125510.459,118709.856,122900.228,121338.83266666667,-4190.372000000003
